Product Name,Set,Card Number,Rarity,Variance,Grade,Card Condition,Quantity,Series,File Name
Joltik ,Paradox Rift,64,Common,Reverse Holofoil,Ungraded,Near Mint,1,Scarlet and Violet,Joltik 
Kingdra ,Paradox Rift,32,Rare,Reverse Holofoil,Ungraded,Near Mint,1,Scarlet and Violet,Kingdra 
Lokix ,Paradox Rift,122,Rare,Reverse Holofoil,Ungraded,Near Mint,1,Scarlet and Violet,Lokix 
Loudred ,Paradox Rift,149,Common,Reverse Holofoil,Ungraded,Near Mint,1,Scarlet and Violet,Loudred 
Mela ,Paradox Rift,167,Uncommon,Reverse Holofoil,Ungraded,Near Mint,1,Scarlet and Violet,Mela 
Mienfoo ,Paradox Rift,96,Common,Reverse Holofoil,Ungraded,Near Mint,1,Scarlet and Violet,Mienfoo 
Miltank ,Paradox Rift,147,Common,Reverse Holofoil,Ungraded,Near Mint,1,Scarlet and Violet,Miltank 
Minun ,Paradox Rift,61,Common,Reverse Holofoil,Ungraded,Near Mint,3,Scarlet and Violet,Minun 
Nacli ,Paradox Rift,101,Common,Reverse Holofoil,Ungraded,Near Mint,1,Scarlet and Violet,Nacli 
Naclstack ,Paradox Rift,103,Common,Reverse Holofoil,Ungraded,Near Mint,1,Scarlet and Violet,Naclstack 
Norman ,Paradox Rift,168,Uncommon,Reverse Holofoil,Ungraded,Near Mint,1,Scarlet and Violet,Norman 
Palkia ,Paradox Rift,40,Rare,Reverse Holofoil,Ungraded,Near Mint,1,Scarlet and Violet,Palkia 
Panpour ,Paradox Rift,41,Common,Reverse Holofoil,Ungraded,Near Mint,1,Scarlet and Violet,Panpour 
Pansear ,Paradox Rift,20,Common,Reverse Holofoil,Ungraded,Near Mint,1,Scarlet and Violet,Pansear 
Parasol Lady ,Paradox Rift,169,Common,Reverse Holofoil,Ungraded,Near Mint,1,Scarlet and Violet,Parasol Lady 
Plusle ,Paradox Rift,60,Common,Reverse Holofoil,Ungraded,Near Mint,1,Scarlet and Violet,Plusle 
Pumpkaboo ,Paradox Rift,77,Common,Reverse Holofoil,Ungraded,Near Mint,2,Scarlet and Violet,Pumpkaboo 
Scream Tail ,Paradox Rift,86,Uncommon,Reverse Holofoil,Ungraded,Near Mint,1,Scarlet and Violet,Scream Tail 
Seadra ,Paradox Rift,31,Common,Reverse Holofoil,Ungraded,Near Mint,1,Scarlet and Violet,Seadra 
Technical Machine: Evolution ,Paradox Rift,178,Uncommon,Reverse Holofoil,Ungraded,Near Mint,1,Scarlet and Violet,Technical Machine: Evolution 
Ting-Lu  ,Paradox Rift,109,Rare,Reverse Holofoil,Ungraded,Near Mint,1,Scarlet and Violet,Ting-Lu  
Tinkatink ,Paradox Rift,83,Common,Reverse Holofoil,Ungraded,Near Mint,2,Scarlet and Violet,Tinkatink 
Tinkatuff ,Paradox Rift,84,Common,Reverse Holofoil,Ungraded,Near Mint,1,Scarlet and Violet,Tinkatuff 
Vanillish ,Paradox Rift,44,Common,Reverse Holofoil,Ungraded,Near Mint,1,Scarlet and Violet,Vanillish 
Vanillite ,Paradox Rift,43,Common,Reverse Holofoil,Ungraded,Near Mint,1,Scarlet and Violet,Vanillite 
Whismur ,Paradox Rift,148,Common,Reverse Holofoil,Ungraded,Near Mint,1,Scarlet and Violet,Whismur 
Wimpod ,Paradox Rift,48,Common,Reverse Holofoil,Ungraded,Near Mint,1,Scarlet and Violet,Wimpod 
Wo-Chien  ,Paradox Rift,18,Rare,Reverse Holofoil,Ungraded,Near Mint,1,Scarlet and Violet,Wo-Chien  
Xatu ,Paradox Rift,72,Rare,Reverse Holofoil,Ungraded,Near Mint,1,Scarlet and Violet,Xatu 
Zacian ,Paradox Rift,136,Rare,Reverse Holofoil,Ungraded,Near Mint,1,Scarlet and Violet,Zacian 
Zubat ,Paradox Rift,110,Common,Reverse Holofoil,Ungraded,Near Mint,2,Scarlet and Violet,Zubat 
Croconaw ,Phantom Forces,16,Uncommon,Normal,Ungraded,Near Mint,1,XY,Croconaw 
Furfrou ,Phantom Forces,90,Uncommon,Normal,Ungraded,Near Mint,1,XY,Furfrou 
Jellicent ,Phantom Forces,21,Rare,Normal,Ungraded,Near Mint,1,XY,Jellicent 
Krabby ,Phantom Forces,13,Common,Normal,Ungraded,Near Mint,1,XY,Krabby 
Professor Sycamore ,Phantom Forces,101,Uncommon,Normal,Ungraded,Near Mint,1,XY,Professor Sycamore 
Sliggoo ,Phantom Forces,76,Uncommon,Normal,Ungraded,Near Mint,1,XY,Sliggoo 
Spiritomb ,Phantom Forces,55,Rare,Normal,Ungraded,Near Mint,1,XY,Spiritomb 
Swirlix ,Phantom Forces,68,Common,Normal,Ungraded,Near Mint,2,XY,Swirlix 
Yanma ,Phantom Forces,3,Common,Reverse Holofoil,Ungraded,Near Mint,1,XY,Yanma 
Drifloon ,Plasma Blast,34,Common,Normal,Ungraded,Near Mint,1,Black and White,Drifloon 
Professor Juniper ,Plasma Blast,84,Uncommon,Normal,Ungraded,Near Mint,1,Black and White,Professor Juniper 
Tirtouga ,Plasma Blast,27,Uncommon,Normal,Ungraded,Near Mint,1,Black and White,Tirtouga 
Onix ,Plasma Freeze,61,Uncommon,Normal,Ungraded,Near Mint,1,Black and White,Onix 
Tympole ,Plasma Freeze,24,Common,Normal,Ungraded,Near Mint,1,Black and White,Tympole 
Vanillish ,Plasma Freeze,28,Uncommon,Normal,Ungraded,Near Mint,1,Black and White,Vanillish 
Voltorb ,Plasma Freeze,32,Common,Normal,Ungraded,Near Mint,1,Black and White,Voltorb 
Zweilous ,Plasma Freeze,77,Uncommon,Normal,Ungraded,Near Mint,1,Black and White,Zweilous 
Team Plasma Badge (Team Plasma) ,Plasma Freeze,104,Uncommon,Reverse Holofoil,Ungraded,Near Mint,1,Black and White,Team Plasma Badge (Team Plasma) 
Magnemite ,Plasma Storm,42,Common,Normal,Ungraded,Near Mint,1,Black and White,Magnemite 
Plasma Frigate (Team Plasma) ,Plasma Storm,124,Uncommon,Reverse Holofoil,Ungraded,Near Mint,2,Black and White,Plasma Frigate (Team Plasma) 
Mothim ,Platinum Arceus,6,Holo Rare,Holofoil,Ungraded,Near Mint,1,Platinum,Mothim 
Aerodactyl ,Platinum Arceus,13,Rare,Normal,Ungraded,Near Mint,1,Platinum,Aerodactyl 
Beedrill G ,Platinum Arceus,53,Common,Normal,Ungraded,Near Mint,1,Platinum,Beedrill G 
Buffer Piece ,Platinum Arceus,84,Uncommon,Normal,Ungraded,Near Mint,1,Platinum,Buffer Piece 
Burmy Sandy Cloak ,Platinum Arceus,57,Common,Normal,Ungraded,Near Mint,1,Platinum,Burmy Sandy Cloak 
Burmy Trash Cloak ,Platinum Arceus,58,Common,Normal,Ungraded,Near Mint,1,Platinum,Burmy Trash Cloak 
Charmeleon ,Platinum Arceus,35,Uncommon,Normal,Ungraded,Near Mint,1,Platinum,Charmeleon 
Department Store Girl ,Platinum Arceus,85,Uncommon,Normal,Ungraded,Near Mint,1,Platinum,Department Store Girl 
Dome Fossil ,Platinum Arceus,92,Common,Normal,Ungraded,Near Mint,1,Platinum,Dome Fossil 
Electrike (62),Platinum Arceus,62,Common,Normal,Ungraded,Near Mint,4,Platinum,Electrike 62
Energy Restore ,Platinum Arceus,86,Uncommon,Normal,Ungraded,Near Mint,2,Platinum,Energy Restore 
Expert Belt ,Platinum Arceus,87,Uncommon,Normal,Ungraded,Near Mint,4,Platinum,Expert Belt 
Gastly (64),Platinum Arceus,64,Common,Normal,Ungraded,Near Mint,4,Platinum,Gastly 64
Gengar (16),Platinum Arceus,16,Rare,Normal,Ungraded,Near Mint,1,Platinum,Gengar 16
Glalie ,Platinum Arceus,18,Rare,Normal,Ungraded,Near Mint,1,Platinum,Glalie 
Grovyle (38),Platinum Arceus,38,Uncommon,Normal,Ungraded,Near Mint,1,Platinum,Grovyle 38
Gulpin (40),Platinum Arceus,40,Uncommon,Normal,Ungraded,Near Mint,4,Platinum,Gulpin 40
Haunter (42),Platinum Arceus,42,Uncommon,Normal,Ungraded,Near Mint,2,Platinum,Haunter 42
Lucky Egg ,Platinum Arceus,88,Uncommon,Normal,Ungraded,Near Mint,2,Platinum,Lucky Egg 
Luxio ,Platinum Arceus,43,Uncommon,Normal,Ungraded,Near Mint,4,Platinum,Luxio 
Makuhita ,Platinum Arceus,68,Common,Normal,Ungraded,Near Mint,1,Platinum,Makuhita 
Manectric (22),Platinum Arceus,22,Rare,Normal,Ungraded,Near Mint,1,Platinum,Manectric 22
Omanyte ,Platinum Arceus,70,Common,Normal,Ungraded,Near Mint,1,Platinum,Omanyte 
Pikachu ,Platinum Arceus,71,Common,Normal,Ungraded,Near Mint,1,Platinum,Pikachu 
Ponyta (72),Platinum Arceus,72,Common,Normal,Ungraded,Near Mint,2,Platinum,Ponyta 72
Shelgon ,Platinum Arceus,48,Uncommon,Normal,Ungraded,Near Mint,1,Platinum,Shelgon 
Shinx ,Platinum Arceus,74,Common,Normal,Ungraded,Near Mint,6,Platinum,Shinx 
Snorunt ,Platinum Arceus,75,Common,Normal,Ungraded,Near Mint,2,Platinum,Snorunt 
Tangela (76),Platinum Arceus,76,Common,Normal,Ungraded,Near Mint,2,Platinum,Tangela 76
Ultimate Zone ,Platinum Arceus,91,Uncommon,Normal,Ungraded,Near Mint,1,Platinum,Ultimate Zone 
Wingull (81),Platinum Arceus,81,Common,Normal,Ungraded,Near Mint,1,Platinum,Wingull 81
Ponyta (46),Platinum Arceus,46,Uncommon,Reverse Holofoil,Ungraded,Near Mint,1,Platinum,Ponyta (46)
Ponyta (72),Platinum Arceus,72,Common,Reverse Holofoil,Ungraded,Near Mint,1,Platinum,Ponyta (72)
Swalot ,Platinum Arceus,9,Holo Rare,Reverse Holofoil,Ungraded,Near Mint,1,Platinum,Swalot 
Wormadam Plant Cloak ,Platinum Arceus,49,Uncommon,Reverse Holofoil,Ungraded,Near Mint,1,Platinum,Wormadam Plant Cloak 
Zapdos G ,Platinum Arceus,12,Holo Rare,Reverse Holofoil,Ungraded,Near Mint,1,Platinum,Zapdos G 
Daisy's Assistance (JP),Pokemon 151,163,Uncommon,Normal,Ungraded,Near Mint,1,Scarlet and Violet,Daisys Assistance jp
Drowzee (JP),Pokemon 151,96,Common,Normal,Ungraded,Near Mint,1,Scarlet and Violet,Drowzee jp
Eevee (JP),Pokemon 151,133,Common,Normal,Ungraded,Near Mint,1,Scarlet and Violet,Eevee (JP)
Ekans (JP),Pokemon 151,23,Common,Normal,Ungraded,Near Mint,1,Scarlet and Violet,Ekans (JP)
Exeggcute (JP),Pokemon 151,102,Common,Normal,Ungraded,Near Mint,1,Scarlet and Violet,Exeggcute (JP)
Geodude (JP),Pokemon 151,74,Common,Normal,Ungraded,Near Mint,1,Scarlet and Violet,Geodude (JP)
Golbat (JP),Pokemon 151,42,Uncommon,Normal,Ungraded,Near Mint,1,Scarlet and Violet,Golbat (JP)
Goldeen (JP),Pokemon 151,118,Common,Normal,Ungraded,Near Mint,1,Scarlet and Violet,Goldeen (JP)
Growlithe (JP),Pokemon 151,58,Common,Normal,Ungraded,Near Mint,1,Scarlet and Violet,Growlithe (JP)
Horsea (JP),Pokemon 151,116,Common,Normal,Ungraded,Near Mint,1,Scarlet and Violet,Horsea (JP)
Hypno (JP),Pokemon 151,97,Uncommon,Normal,Ungraded,Near Mint,1,Scarlet and Violet,Hypno (JP)
Ivysaur (JP),Pokemon 151,2,Uncommon,Normal,Ungraded,Near Mint,1,Scarlet and Violet,Ivysaur (JP)
Lapras (JP),Pokemon 151,131,Uncommon,Normal,Ungraded,Near Mint,1,Scarlet and Violet,Lapras (JP)
Old Dome Fossil (JP),Pokemon 151,155,Common,Normal,Ungraded,Near Mint,1,Scarlet and Violet,Old Dome Fossil (JP)
Parasect (JP),Pokemon 151,47,Uncommon,Normal,Ungraded,Near Mint,1,Scarlet and Violet,Parasect (JP)
Poliwag (JP),Pokemon 151,60,Common,Normal,Ungraded,Near Mint,1,Scarlet and Violet,Poliwag (JP)
Primeape (JP),Pokemon 151,57,Uncommon,Normal,Ungraded,Near Mint,1,Scarlet and Violet,Primeape (JP)
Rapidash (JP),Pokemon 151,78,Uncommon,Normal,Ungraded,Near Mint,1,Scarlet and Violet,Rapidash (JP)
Staryu (JP),Pokemon 151,120,Common,Normal,Ungraded,Near Mint,1,Scarlet and Violet,Staryu (JP)
Voltorb (JP),Pokemon 151,100,Common,Normal,Ungraded,Near Mint,1,Scarlet and Violet,Voltorb (JP)
Vulpix (JP),Pokemon 151,37,Common,Normal,Ungraded,Near Mint,1,Scarlet and Violet,Vulpix (JP)
Weepinbell (JP),Pokemon 151,70,Common,Normal,Ungraded,Near Mint,1,Scarlet and Violet,Weepinbell (JP)
Articuno (JP),Pokemon 151,144,Rare,Reverse Holofoil,Ungraded,Near Mint,1,Scarlet and Violet,Articuno (JP)
Jolteon (JP),Pokemon 151,135,Rare,Reverse Holofoil,Ungraded,Near Mint,1,Scarlet and Violet,Jolteon (JP)
Kakuna (JP),Pokemon 151,14,Common,Reverse Holofoil,Ungraded,Near Mint,1,Scarlet and Violet,Kakuna (JP)
Machamp (JP),Pokemon 151,68,Rare,Reverse Holofoil,Ungraded,Near Mint,1,Scarlet and Violet,Machamp (JP)
Magnemite (JP),Pokemon 151,81,Common,Reverse Holofoil,Ungraded,Near Mint,1,Scarlet and Violet,Magnemite (JP)
Mewtwo (JP),Pokemon 151,150,Rare,Reverse Holofoil,Ungraded,Near Mint,1,Scarlet and Violet,Mewtwo (JP)
Pidgeotto (JP),Pokemon 151,12,Common,Reverse Holofoil,Ungraded,Near Mint,1,Scarlet and Violet,Pidgeotto (JP)
Rattata (JP),Pokemon 151,19,Common,Reverse Holofoil,Ungraded,Near Mint,1,Scarlet and Violet,Rattata (JP)
Alolan Exeggutor V (Full Art) ,Pokemon Go,71,Ultra Rare,Holofoil,Ungraded,Near Mint,1,Sword and shield,Alolan_Exeggutor_V_fa 
Articuno ,Pokemon Go,24,Holo Rare,Holofoil,Ungraded,Near Mint,3,Sword and shield,Articuno 
Blastoise ,Pokemon Go,17,Rare,Holofoil,Ungraded,Near Mint,1,Sword and shield,Blastoise 
Blissey ,Pokemon Go,52,Holo Rare,Holofoil,Ungraded,Near Mint,2,Sword and shield,Blissey 
Conkeldurr V ,Pokemon Go,40,Ultra Rare,Holofoil,Ungraded,Near Mint,2,Sword and shield,Conkeldurr V 
Ditto ,Pokemon Go,53,Holo Rare,Holofoil,Ungraded,Near Mint,1,Sword and shield,Ditto 
Dragonite V ,Pokemon Go,49,Ultra Rare,Holofoil,Ungraded,Near Mint,1,Sword and shield,Dragonite V 
Dragonite VSTAR ,Pokemon Go,50,Ultra Rare,Holofoil,Ungraded,Near Mint,2,Sword and shield,Dragonite VSTAR 
Egg Incubator (Secret) ,Pokemon Go,87,Secret Rare,Holofoil,Ungraded,Near Mint,1,Sword and shield,Egg_Incubator_sec
Golisopod ,Pokemon Go,26,Rare,Holofoil,Ungraded,Near Mint,1,Sword and shield,Golisopod 
Lapras ,Pokemon Go,23,Holo Rare,Holofoil,Ungraded,Near Mint,1,Sword and shield,Lapras 
Melmetal ,Pokemon Go,46,Rare,Holofoil,Ungraded,Near Mint,2,Sword and shield,Melmetal 
Melmetal V (Full Art) ,Pokemon Go,75,Ultra Rare,Holofoil,Ungraded,Near Mint,1,Sword and shield,Melmetal_v_fa
Mewtwo V ,Pokemon Go,30,Ultra Rare,Holofoil,Ungraded,Near Mint,1,Sword and shield,Mewtwo V 
Mewtwo VSTAR ,Pokemon Go,31,Ultra Rare,Holofoil,Ungraded,Near Mint,1,Sword and shield,Mewtwo VSTAR 
Moltres ,Pokemon Go,12,Holo Rare,Holofoil,Ungraded,Near Mint,1,Sword and shield,Moltres 
Pikachu ,Pokemon Go,28,Rare,Holofoil,Ungraded,Near Mint,4,Sword and shield,Pikachu 
Radiant Blastoise ,Pokemon Go,18,Radiant Rare,Holofoil,Ungraded,Near Mint,2,Sword and shield,Radiant Blastoise 
Slaking V ,Pokemon Go,58,Ultra Rare,Holofoil,Ungraded,Near Mint,2,Sword and shield,Slaking V 
Snorlax ,Pokemon Go,55,Holo Rare,Holofoil,Ungraded,Near Mint,2,Sword and shield,Snorlax 
Sylveon ,Pokemon Go,35,Holo Rare,Holofoil,Ungraded,Near Mint,1,Sword and shield,Sylveon 
Tyranitar ,Pokemon Go,43,Holo Rare,Holofoil,Ungraded,Near Mint,3,Sword and shield,Tyranitar 
Venusaur ,Pokemon Go,3,Rare,Holofoil,Ungraded,Near Mint,1,Sword and shield,Venusaur 
Aipom ,Pokemon Go,56,Common,Normal,Ungraded,Near Mint,11,Sword and shield,Aipom 
Alolan Raticate ,Pokemon Go,42,Common,Normal,Ungraded,Near Mint,8,Sword and shield,Alolan Raticate 
Alolan Rattata ,Pokemon Go,41,Common,Normal,Ungraded,Near Mint,6,Sword and shield,Alolan Rattata 
Ambipom ,Pokemon Go,57,Common,Normal,Ungraded,Near Mint,8,Sword and shield,Ambipom 
Ariados ,Pokemon Go,7,Uncommon,Normal,Ungraded,Near Mint,5,Sword and shield,Ariados 
Bibarel ,Pokemon Go,60,Common,Normal,Ungraded,Near Mint,7,Sword and shield,Bibarel 
Bidoof ,Pokemon Go,59,Common,Normal,Ungraded,Near Mint,12,Sword and shield,Bidoof 
Blanche ,Pokemon Go,64,Uncommon,Normal,Ungraded,Near Mint,3,Sword and shield,Blanche 
Bulbasaur ,Pokemon Go,1,Common,Normal,Ungraded,Near Mint,9,Sword and shield,Bulbasaur 
Camerupt ,Pokemon Go,14,Uncommon,Normal,Ungraded,Near Mint,5,Sword and shield,Camerupt 
Candela ,Pokemon Go,65,Uncommon,Normal,Ungraded,Near Mint,6,Sword and shield,Candela 
Chansey ,Pokemon Go,51,Uncommon,Normal,Ungraded,Near Mint,7,Sword and shield,Chansey 
Charmander ,Pokemon Go,8,Common,Normal,Ungraded,Near Mint,8,Sword and shield,Charmander 
Charmeleon ,Pokemon Go,9,Uncommon,Normal,Ungraded,Near Mint,4,Sword and shield,Charmeleon 
Eevee ,Pokemon Go,54,Common,Normal,Ungraded,Near Mint,9,Sword and shield,Eevee 
Egg Incubator ,Pokemon Go,66,Uncommon,Normal,Ungraded,Near Mint,5,Sword and shield,Egg Incubator 
Ivysaur ,Pokemon Go,2,Uncommon,Normal,Ungraded,Near Mint,5,Sword and shield,Ivysaur 
Larvitar ,Pokemon Go,37,Common,Normal,Ungraded,Near Mint,10,Sword and shield,Larvitar 
Lunatone ,Pokemon Go,34,Uncommon,Normal,Ungraded,Near Mint,7,Sword and shield,Lunatone 
Lure Module ,Pokemon Go,67,Uncommon,Normal,Ungraded,Near Mint,8,Sword and shield,Lure Module 
Magikarp ,Pokemon Go,21,Common,Normal,Ungraded,Near Mint,12,Sword and shield,Magikarp 
Meltan ,Pokemon Go,45,Common,Normal,Ungraded,Near Mint,9,Sword and shield,Meltan 
Natu ,Pokemon Go,32,Common,Normal,Ungraded,Near Mint,10,Sword and shield,Natu 
Numel ,Pokemon Go,12,Common,Normal,Ungraded,Near Mint,10,Sword and shield,Numel 
Onix ,Pokemon Go,36,Common,Normal,Ungraded,Near Mint,11,Sword and shield,Onix 
Pidove ,Pokemon Go,61,Common,Normal,Ungraded,Near Mint,9,Sword and shield,Pidove 
Pikachu (27),Pokemon Go,27,Common,Normal,Ungraded,Near Mint,8,Sword and shield,Pikachu 27
PokeStop ,Pokemon Go,68,Uncommon,Normal,Ungraded,Near Mint,8,Sword and shield,PokeStop 
Pupitar ,Pokemon Go,38,Uncommon,Normal,Ungraded,Near Mint,5,Sword and shield,Pupitar 
Rare Candy ,Pokemon Go,69,Uncommon,Normal,Ungraded,Near Mint,6,Sword and shield,Rare Candy 
Slowbro ,Pokemon Go,20,Uncommon,Normal,Ungraded,Near Mint,6,Sword and shield,Slowbro 
Slowpoke ,Pokemon Go,19,Common,Normal,Ungraded,Near Mint,8,Sword and shield,Slowpoke 
Solrock ,Pokemon Go,39,Uncommon,Normal,Ungraded,Near Mint,6,Sword and shield,Solrock 
Spark ,Pokemon Go,70,Uncommon,Normal,Ungraded,Near Mint,6,Sword and shield,Spark 
Spinarak ,Pokemon Go,6,Common,Normal,Ungraded,Near Mint,4,Sword and shield,Spinarak 
Squirtle ,Pokemon Go,15,Common,Normal,Ungraded,Near Mint,8,Sword and shield,Squirtle 
Steelix ,Pokemon Go,44,Uncommon,Normal,Ungraded,Near Mint,7,Sword and shield,Steelix 
Tranquill ,Pokemon Go,62,Common,Normal,Ungraded,Near Mint,10,Sword and shield,Tranquill 
Unfezant ,Pokemon Go,63,Uncommon,Normal,Ungraded,Near Mint,4,Sword and shield,Unfezant 
Wartortle ,Pokemon Go,16,Uncommon,Normal,Ungraded,Near Mint,3,Sword and shield,Wartortle 
Wimpod ,Pokemon Go,25,Common,Normal,Ungraded,Near Mint,5,Sword and shield,Wimpod 
Xatu ,Pokemon Go,33,Uncommon,Normal,Ungraded,Near Mint,13,Sword and shield,Xatu 
Ariados ,Pokemon Go,7,Uncommon,Reverse Holofoil,Ungraded,Near Mint,1,Sword and shield,Ariados 
Articuno ,Pokemon Go,24,Holo Rare,Reverse Holofoil,Ungraded,Near Mint,1,Sword and shield,Articuno 
Blanche ,Pokemon Go,64,Uncommon,Reverse Holofoil,Ungraded,Near Mint,1,Sword and shield,Blanche 
Blastoise ,Pokemon Go,17,Rare,Reverse Holofoil,Ungraded,Near Mint,1,Sword and shield,Blastoise 
Candela ,Pokemon Go,65,Uncommon,Reverse Holofoil,Ungraded,Near Mint,2,Sword and shield,Candela 
Chansey ,Pokemon Go,51,Uncommon,Reverse Holofoil,Ungraded,Near Mint,2,Sword and shield,Chansey 
Charizard ,Pokemon Go,10,Rare,Reverse Holofoil,Ungraded,Near Mint,2,Sword and shield,Charizard 
Eevee ,Pokemon Go,54,Common,Reverse Holofoil,Ungraded,Near Mint,2,Sword and shield,Eevee 
Gyarados ,Pokemon Go,22,Holo Rare,Reverse Holofoil,Ungraded,Near Mint,2,Sword and shield,Gyarados 
Larvitar ,Pokemon Go,37,Common,Reverse Holofoil,Ungraded,Near Mint,3,Sword and shield,Larvitar 
Lure Module ,Pokemon Go,67,Uncommon,Reverse Holofoil,Ungraded,Near Mint,1,Sword and shield,Lure Module 
Magikarp ,Pokemon Go,21,Common,Reverse Holofoil,Ungraded,Near Mint,1,Sword and shield,Magikarp 
Meltan ,Pokemon Go,45,Common,Reverse Holofoil,Ungraded,Near Mint,1,Sword and shield,Meltan 
Moltres ,Pokemon Go,12,Holo Rare,Reverse Holofoil,Ungraded,Near Mint,3,Sword and shield,Moltres 
Numel ,Pokemon Go,13,Common,Reverse Holofoil,Ungraded,Near Mint,1,Sword and shield,Numel 
Pidove ,Pokemon Go,61,Common,Reverse Holofoil,Ungraded,Near Mint,2,Sword and shield,Pidove 
Pikachu ,Pokemon Go,28,Rare,Reverse Holofoil,Ungraded,Near Mint,2,Sword and shield,Pikachu 
PokeStop ,Pokemon Go,68,Uncommon,Reverse Holofoil,Ungraded,Near Mint,2,Sword and shield,PokeStop 
Slowbro ,Pokemon Go,20,Uncommon,Reverse Holofoil,Ungraded,Near Mint,1,Sword and shield,Slowbro 
Slowpoke ,Pokemon Go,19,Common,Reverse Holofoil,Ungraded,Near Mint,1,Sword and shield,Slowpoke 
Spinarak (Peelable Ditto) ,Pokemon Go,6,Common,Reverse Holofoil,Ungraded,Near Mint,2,Sword and shield,Spinarak (Peelable Ditto) 
Sylveon ,Pokemon Go,35,Holo Rare,Reverse Holofoil,Ungraded,Near Mint,2,Sword and shield,Sylveon 
Tyranitar ,Pokemon Go,43,Holo Rare,Reverse Holofoil,Ungraded,Near Mint,1,Sword and shield,Tyranitar 
Unfezant ,Pokemon Go,63,Uncommon,Reverse Holofoil,Ungraded,Near Mint,2,Sword and shield,Unfezant 
Venusaur ,Pokemon Go,3,Rare,Reverse Holofoil,Ungraded,Near Mint,3,Sword and shield,Venusaur 
Wimpod ,Pokemon Go,25,Common,Reverse Holofoil,Ungraded,Near Mint,2,Sword and shield,Wimpod 
Xatu ,Pokemon Go,33,Uncommon,Reverse Holofoil,Ungraded,Near Mint,2,Sword and shield,Xatu 
Regigigas ,POP Series 9,4,Rare,Normal,Ungraded,Near Mint,2,Miscellaneous,Regigigas 
Bunnelby (Omega) ,Primal Clash,121,Uncommon,Normal,Ungraded,Near Mint,1,XY,Bunnelby_o
Clamperl ,Primal Clash,49,Common,Normal,Ungraded,Near Mint,1,XY,Clamperl 
Electrike (Omega) ,Primal Clash,60,Uncommon,Normal,Ungraded,Near Mint,1,XY,Electrike_0
Illumise ,Primal Clash,18,Common,Normal,Ungraded,Near Mint,1,XY,Illumise 
Mr. Mime ,Primal Clash,101,Uncommon,Normal,Ungraded,Near Mint,1,XY,Mr Mime 
Scorched Earth ,Primal Clash,138,Uncommon,Normal,Ungraded,Near Mint,1,XY,Scorched Earth 
Shroomish ,Primal Clash,15,Common,Normal,Ungraded,Near Mint,1,XY,Shroomish 
Spheal (45),Primal Clash,45,Common,Normal,Ungraded,Near Mint,1,XY,Spheal 45
Tangrowth ,Primal Clash,5,Rare,Normal,Ungraded,Near Mint,1,XY,Tangrowth 
Tentacool (Alpha) ,Primal Clash,71,Uncommon,Normal,Ungraded,Near Mint,2,XY,Tentacool_a
Treecko ,Primal Clash,6,Common,Normal,Ungraded,Near Mint,1,XY,Treecko 
Amarys ,Prismatic Evolutions,132,Ultra Rare,Holofoil,Ungraded,Near Mint,1,Scarlet and Violet,Amarys_fa
Archaludon ,Prismatic Evolutions,70,Rare,Holofoil,Ungraded,Near Mint,1,Scarlet and Violet,Archaludon 
Binding Mochi (Poke Ball Pattern) ,Prismatic Evolutions,95,Uncommon,Holofoil,Ungraded,Near Mint,1,Scarlet and Violet,Binding_mochi_pokeball
Black Belt's Training (Poke Ball Pattern) ,Prismatic Evolutions,97,Common,Holofoil,Ungraded,Near Mint,1,Scarlet and Violet,Black_Belts_Training_pokeball
Bloodmoon Ursaluna ,Prismatic Evolutions,54,Rare,Holofoil,Ungraded,Near Mint,2,Scarlet and Violet,Bloodmoon Ursaluna 
BuddyPoffin (Poke Ball Pattern) ,Prismatic Evolutions,101,Uncommon,Holofoil,Ungraded,Near Mint,1,Scarlet and Violet,BuddyPoffin_pokeball
Duraludon (Poke Ball Pattern) ,Prismatic Evolutions,69,Common,Holofoil,Ungraded,Near Mint,1,Scarlet and Violet,Duraludon_pokeball
Dusknoir ,Prismatic Evolutions,37,Rare,Holofoil,Ungraded,Near Mint,1,Scarlet and Violet,Dusknoir 
Espeon ,Prismatic Evolutions,33,Rare,Holofoil,Ungraded,Near Mint,1,Scarlet and Violet,Espeon 
Fezandipiti ,Prismatic Evolutions,45,Rare,Holofoil,Ungraded,Near Mint,1,Scarlet and Violet,Fezandipiti 
Goldeen (Poke Ball Pattern) ,Prismatic Evolutions,20,Common,Holofoil,Ungraded,Near Mint,1,Scarlet and Violet,Goldeen_pokeball
Groudon ,Prismatic Evolutions,49,Rare,Holofoil,Ungraded,Near Mint,1,Scarlet and Violet,Groudon 
